DJ_MNIST-IN LQ 10.284094
DJ_MNIST-IN LQ 10.13038
DJ_MNIST-IN LQ 10.338757
DJ_MNIST-IN LQ 10.304921
DJ_MNIST-IN LQ 10.155477
DJ_MNIST-IN LQ 10.344377
DJ_MNIST-IN LQ 10.396141
DJ_MNIST-IN LQ 10.288186
DJ_MNIST-IN LQ 10.332029
DJ_MNIST-IN LQ 10.267313
DJ_MNIST-IN HQ 10.727423
DJ_MNIST-IN HQ 10.926308
DJ_MNIST-IN HQ 10.414863
DJ_MNIST-IN HQ 10.541186
DJ_MNIST-IN HQ 10.519205
DJ_MNIST-IN HQ 10.683172
DJ_MNIST-IN HQ 10.3658085
DJ_MNIST-IN HQ 10.322894
DJ_MNIST-IN HQ 10.718635
DJ_MNIST-IN HQ 10.529388
