DJ_MNIST-OUT LQ 10.315898
DJ_MNIST-OUT LQ 10.153131
DJ_MNIST-OUT LQ 10.404611
DJ_MNIST-OUT LQ 10.337612
DJ_MNIST-OUT LQ 10.244387
DJ_MNIST-OUT LQ 10.391342
DJ_MNIST-OUT LQ 10.407982
DJ_MNIST-OUT LQ 10.334405
DJ_MNIST-OUT LQ 10.362457
DJ_MNIST-OUT LQ 10.328031
DJ_MNIST-OUT HQ 10.806573
DJ_MNIST-OUT HQ 10.954926
DJ_MNIST-OUT HQ 10.520967
DJ_MNIST-OUT HQ 10.494662
DJ_MNIST-OUT HQ 10.495361
DJ_MNIST-OUT HQ 10.655266
DJ_MNIST-OUT HQ 10.44161
DJ_MNIST-OUT HQ 10.319988
DJ_MNIST-OUT HQ 10.714724
DJ_MNIST-OUT HQ 10.567346
