radius-out-LQ,1,54.8012387625106
radius-out-LQ,2,50.739762628843415
radius-out-LQ,3,52.54666048022063
radius-out-LQ,4,58.16039738798333
radius-out-LQ,5,56.66075785590401
radius-out-LQ,6,55.3094408264164
radius-out-LQ,7,57.75444928385358
radius-out-LQ,8,57.048441689018674
radius-out-LQ,9,55.03614079853998
radius-out-LQ,10,57.594891500325964
radius-out-HQ,1,57.22330314818277
radius-out-HQ,2,56.80053370623022
radius-out-HQ,3,56.74068958690411
radius-out-HQ,4,54.746165896106035
radius-out-HQ,5,55.23730854859608
radius-out-HQ,6,58.80046147429521
radius-out-HQ,7,59.93137947645312
radius-out-HQ,8,58.24070928804068
radius-out-HQ,9,59.091191024341335
radius-out-HQ,10,55.546564920433056
