radius-in-LQ,1,53.93021997936247
radius-in-LQ,2,49.575599179556015
radius-in-LQ,3,52.12183015449389
radius-in-LQ,4,56.36394955385354
radius-in-LQ,5,54.01908129164992
radius-in-LQ,6,54.30205874029884
radius-in-LQ,7,55.23114867756273
radius-in-LQ,8,51.29884352047394
radius-in-LQ,9,50.93785753918862
radius-in-LQ,10,50.753085727359505
radius-in-HQ,1,55.13120039186435
radius-in-HQ,2,56.602606600459445
radius-in-HQ,3,54.82574599316722
radius-in-HQ,4,55.00297710378837
radius-in-HQ,5,54.14171289403338
radius-in-HQ,6,56.14606001532299
radius-in-HQ,7,58.83420465443639
radius-in-HQ,8,57.69140105870682
radius-in-HQ,9,56.827231112550805
radius-in-HQ,10,54.47590213802759
